Response ID,FOLIO,80 aniversario,Programa,Nombre completo del último programa del que egresó:,Escuela,Nivel,Año en que egresó del último programa :,Decada,Quinteta,Campus,Usted es:,Promedio
R_2rD6Ri3oK31y9BG,LEMMTY147358,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,2010,01´s,01´s - 1,ITESM Campus Monterrey,Hombre,-
R_2QofVR1ArMjBeBQ,REAMTY36653,R_1Nrgep2MKpu5FHK,REA,Especialidad en Anestesiología,Medicina y Ciencias de la Salud,Especialidad,2002,00´s,00´s - 1,ITESM Campus Monterrey,Mujer,0
R_1rD5v2uaPibFGnW,LEMMTY239393,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,2013,01´s,01´s - 1,ITESM Campus Monterrey,Mujer,-
R_sdsS5uxsSn4umS5,IQAMTY263108,-,IQA,Ingeniero Químico Administrador,Ingeniería y Ciencias,Profesional,2017,01´s,01´s - 2,ITESM Campus Monterrey,Hombre,-
R_3PLbfnhCTCz6uoc,LCDCDJ232862,-,LCD,Licenciado en Comunicación y Medios Digitales,Humanidades y Educación,Profesional,2016,01´s,01´s - 2,ITESM Campus Ciudad Juárez,Mujer,-
R_1rws8825NhZe2yg,LINTAM122096,-,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,2012,01´s,01´s - 1,ITESM Campus Tampico,Hombre,-
R_AcHalHhk3myN7I5,MAMTY45868,-,MA,Maestría en Administración,Negocios,Maestría,1992,90´s,90´s - 1,ITESM Campus Monterrey,Hombre,-
R_2639l5yvmPWRL5s,ARQGDL238605,R_1N9XDbFlu9ue3MT,ARQ,Arquitecto,Arquitectura y Diseño,Profesional,2013,01´s,01´s - 1,ITESM Campus Guadalajara,Mujer,-
R_3kF08F0OoOoNYPg,LINSAL62135,-,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,2010,01´s,01´s - 1,ITESM Campus Saltillo,Mujer,-
R_2qmZvfyxZ3awuhW,MAIMTY35986,-,MAI,Maestria en Administracion de Sistemas de Informacion,Ingeniería y Ciencias,Maestría,1994,90´s,90´s - 1,ITESM Campus Monterrey,Hombre,-
R_SDet894cPc3auIx,MID-120278,-,MID,Maestría en Innovación para el Desarrollo Empresarial,Ingeniería y Ciencias,Maestría,2011,01´s,01´s - 1,Universidad TecVirtual,Mujer,0
R_2rViXwAG21udvBn,MEE-129090,-,MEE,Maestría en Educación,Humanidades y Educación,Maestría,2009,00´s,00´s - 2,Universidad TecVirtual,Mujer,0
R_3LZIa7gwW3LzO6f,IISHGO84680,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2001,00´s,00´s - 1,ITESM Campus Hidalgo,Mujer,0
R_20Yj82xEzZT0zzN,LEMMTY179862,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,2007,00´s,00´s - 2,ITESM Campus Monterrey,Hombre,-
R_2zRY5G7sFrQgKUp,LRIMTY40794,-,LRI,Licenciado en Relaciones Internacionales,Gobierno y Ciencias Sociales,Profesional,1997,90´s,90´s - 2,ITESM Campus Monterrey,Mujer,0
R_1l67T58Kef6Ptzm,ISCLEO57637,-,ISC,Ingeniero en Sistemas Computacionales,Ingeniería y Ciencias,Profesional,1997,90´s,90´s - 2,ITESM Campus León,Mujer,0
R_3m8mY1CL6YnZppA,IQSMTY43630,-,IQS,Ingeniero Químico y de Sistemas,Ingeniería y Ciencias,Profesional,1995,90´s,90´s - 2,ITESM Campus Monterrey,Hombre,-
R_6D5YYa9jGBvwFPj,LRIMTY135172,-,LRI,Licenciado en Relaciones Internacionales,Gobierno y Ciencias Sociales,Profesional,2011,01´s,01´s - 1,ITESM Campus Monterrey,Mujer,-
R_2tDVJ5RYAN7gmeH,LRIMTY247208,-,LRI,Licenciado en Relaciones Internacionales,Gobierno y Ciencias Sociales,Profesional,2014,01´s,01´s - 1,ITESM Campus Monterrey,Mujer,-
R_2TGf7J8uwQPFMS7,IFIMTY235879,-,IFI,Ingeniero Físico Industrial,Ingeniería y Ciencias,Profesional,2011,01´s,01´s - 1,ITESM Campus Monterrey,Mujer,-
R_3rIkibDh2pCqkNW,LINMTY147697,-,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,2014,01´s,01´s - 1,ITESM Campus Monterrey,Mujer,-
R_OkzaqRoFyHNTzod,MIICEM223606,-,MII,Maestría en Ciencias con especialidad en Ingeniería Industrial,Ingeniería y Ciencias,Maestría,2013,01´s,01´s - 1,ITESM Campus Estado de México,Hombre,-
R_yklJO46nt1GLjCp,IMTLEO136055,-,IMT,Ingeniero en Mecatrónica,Ingeniería y Ciencias,Profesional,2017,01´s,01´s - 2,ITESM Campus León,Hombre,-
R_1l4O9S446SttXCw,MID-247237,-,MID,Maestría en Innovación para el Desarrollo Empresarial,Ingeniería y Ciencias,Maestría,2017,01´s,01´s - 2,Universidad TecVirtual,Hombre,-
R_2Yy3v4eKmfArMcw,CPMTY13149,-,CP,Licenciado en Contaduría Pública y Finanzas,Negocios,Profesional,1978,70´s,70´s - 2,ITESM Campus Monterrey,Hombre,-
R_2xY1rIVEtrfRzrC,ISCMTY28388,-,ISC,Ingeniero en Sistemas Computacionales,Ingeniería y Ciencias,Profesional,1987,80´s,80´s - 2,ITESM Campus Monterrey,Hombre,-
R_73QzcP4EKgOrDFf,MAD-279187,-,MAD,Maestría en Administración de Instituciones Educativas,Humanidades y Educación,Maestría,2014,01´s,01´s - 1,Universidad TecVirtual,Hombre,-
R_yqJMXd5YYTBE7JL,MAMTY117975,R_3LbduaXdJvkunTA,MA,Maestría en Administración,Negocios,Maestría,1998,90´s,90´s - 2,ITESM Campus Monterrey,Mujer,-
R_1CCrD8tPLoSO9K4,ENTCEM74311,-,ENT,Especialidad en Servicios de Negocio basados en Tecnologías de Información,Ingeniería y Ciencias,Especialidad,2012,01´s,01´s - 1,ITESM Campus Estado de México,Mujer,0
R_12PbrJdv8psgSdW,MCPMTY189933,-,MCP,Maestría en Ciencias con especialidad en Sistemas de Calidad y Productividad,Ingeniería y Ciencias,Maestría,2014,01´s,01´s - 1,ITESM Campus Monterrey,Hombre,-
R_3kyTCxh8pfz0cpX,CPFLAG66477,-,CPF,Licenciado en Contaduría Pública y Finanzas,Negocios,Profesional,2004,00´s,00´s - 1,ITESM Campus Laguna,Mujer,0
R_33rkYtw3EYJwrcM,MA-121098,-,MA,Maestría en Administración,Negocios,Maestría,2011,01´s,01´s - 1,Universidad TecVirtual,Mujer,-
R_3NTWuJYLhCZlOog,IISMTY40333,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,1997,90´s,90´s - 2,ITESM Campus Monterrey,Mujer,0
R_3lMmkaTyr37p4hd,MIP-134177,-,MIP,Maestría en Ingeniería con especialidad en Sistemas de Calidad y Productividad,Ingeniería y Ciencias,Maestría,2012,01´s,01´s - 1,ITESM Universidad Virtual,Mujer,0
R_ReNjS5VZZWx1Qxb,SINFOLIO2,-,ISC,Ingeniero en Sistemas Computacionales,Ingeniería y Ciencias,Profesional,1984,80´s,80´s - 1,ITESM Campus Estado de México,Hombre,-
R_2Tt35iRlJiApGlO,LAEMTY98312,-,LAE,Licenciado en Administración de Empresas,Negocios,Profesional,1993,90´s,90´s - 1,ITESM Campus Monterrey,Hombre,-
R_1gIxDC7sWvybbZz,IMAMTY182121,R_217KOrwpacK8Cmn,IMA,Ingeniero Mecánico Administrador,Ingeniería y Ciencias,Profesional,2010,01´s,01´s - 1,ITESM Campus Monterrey,Hombre,-
R_5uRPNi5cVHBEhpv,IAFMTY7805,-,IAF,Ingeniero Agrónomo con especialidad en Fitotecnia,Ingeniería y Ciencias,Profesional,1971,70´s,70´s - 1,ITESM Campus Monterrey,Hombre,-
R_1Iizq4iwifwkmhU,CPFMTY141422,-,CPF,Licenciado en Contaduría Pública y Finanzas,Negocios,Profesional,2005,00´s,00´s - 2,ITESM Campus Monterrey,Mujer,0
R_3dVTblnhZlhp9ht,CPMTY29443,R_1gvGQqHHXMIYrbu,CP,Licenciado en Contaduría Pública y Finanzas,Negocios,Profesional,1989,80´s,80´s - 2,ITESM Campus Monterrey,Hombre,-
R_zZ3jZ2Z96L4BvI5,IMEMTY93563,-,IME,Ingeniero Mecánico Electricista,Ingeniería y Ciencias,Profesional,1992,90´s,90´s - 1,ITESM Campus Monterrey,Hombre,-
R_3nd5a73J5IVKWrm,IISMTY14467,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,1978,70´s,70´s - 2,ITESM Campus Monterrey,Hombre,-
R_28zVqTWFaAk1MXe,LINTOL245275,-,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,2011,01´s,01´s - 1,ITESM Campus Toluca,Mujer,-
R_1cUqyxuLac5n4TI,LINMTY172510,-,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,2003,00´s,00´s - 1,ITESM Campus Monterrey,Mujer,91.5
R_1U4hcZmfJ0XQky5,LSCMTY42140,-,LSC,Licenciado en Sistemas de Computación Administrativa,Ingeniería y Ciencias,Profesional,1999,90´s,90´s - 2,ITESM Campus Monterrey,Mujer,0
R_2fIDkziRt8PyZir,MBAEGADE177059,R_1dFU08owLkWAZZR,MBA,Maestría en Administración y Dirección de Empresas,Negocios,Maestría,2012,01´s,01´s - 1,Sede EGADE Business School,Mujer,0
R_1dKPSq3oY6WehpC,LSCMAZ131654,-,LSC,Licenciado en Sistemas de Computación Administrativa,Ingeniería y Ciencias,Profesional,1994,90´s,90´s - 1,ITESM Campus Mazatlán,Hombre,0
R_3ra4K512jgKk7Gp,IISTAM118638,R_2PheOp0mx2oMxhK,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,1993,90´s,90´s - 1,ITESM Campus Tampico,Hombre,-
R_269fWwSzLN7zkwm,MTI-38990,-,MTI,Maestría en Administración de Tecnologías de Información,Ingeniería y Ciencias,Maestría,2010,01´s,01´s - 1,Universidad TecVirtual,Hombre,0
R_3EHkLaG4iLVv4Ug,LCCCDJ232068,R_12RvQViFA3PXXDj,LCC,Licenciado en Ciencias de la Comunicación,Humanidades y Educación,Profesional,2012,01´s,01´s - 1,ITESM Campus Ciudad Juárez,Prefiero no decirlo,0
R_3MsAqk7nk7TJsy0,MISMTY129258,-,MIS,Maestría en Ciencias con especialidad en Sistemas de Calidad,Ingeniería y Ciencias,Maestría,2000,00´s,00´s - 1,ITESM Campus Monterrey,Hombre,0
R_3O6aP1gAyUqeIvM,LECMTY4690,R_1LoFH4TiWDlP4jB,LEC,Licenciado en Economía,Gobierno y Ciencias Sociales,Profesional,1973,70´s,70´s - 1,ITESM Campus Monterrey,Hombre,-
R_23V14PYGddO57jL,MAMTY13797,R_3jUS2WaAIrefF3w,MA,Maestría en Administración,Negocios,Maestría,1981,80´s,80´s - 1,ITESM Campus Monterrey,Hombre,-
R_21glzpooEOszXjb,CPMTY49491,-,CP,Licenciado en Contaduría Pública y Finanzas,Negocios,Profesional,1989,80´s,80´s - 2,ITESM Campus Monterrey,Mujer,-
R_3hmRSAnaxWjme1j,MID-281221,-,MID,Maestría en Innovación para el Desarrollo Empresarial,Ingeniería y Ciencias,Maestría,2017,01´s,01´s - 2,Universidad TecVirtual,Mujer,-
R_3QYRLwEGFi1pfQD,MID-175491,-,MID,Maestría en Innovación para el Desarrollo Empresarial,Ingeniería y Ciencias,Maestría,2015,01´s,01´s - 2,Universidad TecVirtual,Mujer,0
R_3ltBj80ADLLtJwx,MAGDL149662,-,MA,Maestría en Administración,Negocios,Maestría,2006,00´s,00´s - 2,ITESM Campus Guadalajara,Mujer,0
R_p0glhjkVaxnlfDb,BBEMTY187554,R_CkLqSPTIH6SO72p,BBE,Bachelor of Science in Biotechnology Engineering,Ingeniería y Ciencias,Profesional,2015,01´s,01´s - 2,ITESM Campus Monterrey,Hombre,-
R_38nlhKBemI8Qut3,LEMMTY176856,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,2006,00´s,00´s - 2,ITESM Campus Monterrey,Mujer,92.16
R_Xj0k56Ctfr21Bwl,CPFGDL149830,-,CPF,Licenciado en Contaduría Pública y Finanzas,Negocios,Profesional,2002,00´s,00´s - 1,ITESM Campus Guadalajara,Mujer,0
R_115SxpiR5RPFADo,ISCLAG65274,-,ISC,Ingeniero en Sistemas Computacionales,Ingeniería y Ciencias,Profesional,2002,00´s,00´s - 1,ITESM Campus Laguna,Mujer,0
R_2c5YFA7JcQW4YKY,LAFMTY205419,-,LAF,Licenciado en Administración Financiera,Negocios,Profesional,2005,00´s,00´s - 2,ITESM Campus Monterrey,Mujer,0
R_1LGXNJVMmrNPezP,IISCEM96167,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2016,01´s,01´s - 2,ITESM Campus Estado de México,Mujer,-
R_1nMUbNXWRuPzNnI,LLEMTY179644,R_2WGdhfP7b1TMCxX,LLE,Licenciado en Lengua y Literatura Hispánicas,Humanidades y Educación,Profesional,2007,00´s,00´s - 2,ITESM Campus Monterrey,Mujer,-
R_2rIQIDdBXAhschC,LINCEM110125,-,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,2003,00´s,00´s - 1,ITESM Campus Estado de México,Mujer,0
R_3snbOjgvxX1BpEx,LCCMTY21901,-,LCC,Licenciado en Ciencias de la Comunicación,Humanidades y Educación,Profesional,Sin dato,Sin dato,Sin dato,ITESM Campus Monterrey,Hombre,-
R_r9cuC1HUqPibcKB,LDIMTY197799,R_3ekUTBO6HhdsUTm,LDI,Licenciado en Diseño Industrial,Arquitectura y Diseño,Profesional,2016,01´s,01´s - 2,ITESM Campus Monterrey,Mujer,-
R_25yCMfnQIvbeZIC,LDIMTY253827,-,LDI,Licenciado en Diseño Industrial,Arquitectura y Diseño,Profesional,2015,01´s,01´s - 2,ITESM Campus Monterrey,Mujer,-
R_2Ei2o9CqrvRBden,IC MTY180207,-,IC ,Ingeniero Civil,Ingeniería y Ciencias,Profesional,2012,01´s,01´s - 1,ITESM Campus Monterrey,Hombre,-
R_3PYNAN3Vsj3GcXQ,BC MTY263149,-,BC,BS in Civil Engineering,Ingeniería y Ciencias,Profesional,2016,01´s,01´s - 2,ITESM Campus Monterrey,Hombre,-
R_UcryMpOl4RJ853z,ICMTY34429,R_21yTYIw3qbX3sry,IC,Ingeniero Civil,Ingeniería y Ciencias,Profesional,1993,90´s,90´s - 1,ITESM Campus Monterrey,Hombre,-
R_qOq2MY0ym2Z255n,MEDMTY72464,-,MED,Maestría en Educación,Humanidades y Educación,Maestría,2000,00´s,00´s - 1,ITESM Campus Monterrey,Mujer,0
R_3QS2VmyJnEZevKZ,IC GDL136168,-,IC ,Ingeniero Civil,Ingeniería y Ciencias,Profesional,2017,01´s,01´s - 2,ITESM Campus Guadalajara,Hombre,-
R_1KqHNAWONjos6vW,IMTLEO136393,-,IMT,Ingeniero en Mecatrónica,Ingeniería y Ciencias,Profesional,2017,01´s,01´s - 2,ITESM Campus León,Hombre,-
R_2wzz5MQBveEaV1m,CPMTY41818,-,CP,Licenciado en Contaduría Pública y Finanzas,Negocios,Profesional,1998,90´s,90´s - 2,ITESM Campus Monterrey,Hombre,0
R_3lKPyICF75BnSvR,IC MTY262407,-,IC ,Ingeniero Civil,Ingeniería y Ciencias,Profesional,2017,01´s,01´s - 2,ITESM Campus Monterrey,Hombre,-
R_5dKD97RvoXgDwZP,IMEMTY48702,R_2v8SaQZ8DCGOAoC,IME,Ingeniero Mecánico Electricista,Ingeniería y Ciencias,Profesional,1995,90´s,90´s - 2,ITESM Campus Monterrey,Hombre,-
R_1gO3xRHmLvuMfVH,LAEMTY16639,R_1imkRM1h5sPme1P,LAE,Licenciado en Administración de Empresas,Negocios,Profesional,1979,70´s,70´s - 2,ITESM Campus Monterrey,Mujer,-
R_2DZ9NwT5dOWW8h8,MCE-179870,-,MCE,Maestría en Comercio Electrónico,Negocios,Maestría,2010,01´s,01´s - 1,Universidad TecVirtual,Mujer,-
R_3NV9hlu3sLCxtID,BIBMTY187904,R_2tGqhOlpQMLw6Vf,BIB,B.A. International Business,Negocios,Profesional,2015,01´s,01´s - 2,ITESM Campus Monterrey,Hombre,-
R_20Oo05KX09Wrge4,MINMTY54366,-,MIN,Maestría en Ciencias con Especialidad en Ingeniería Industrial,Ingeniería y Ciencias,Maestría,1989,80´s,80´s - 2,ITESM Campus Monterrey,Hombre,-
R_1mx7R1kn7Ijsb2o,ISCGDL150725,R_2YXiMyCIKpXytQn,ISC,Ingeniero en Sistemas Computacionales,Ingeniería y Ciencias,Profesional,2001,00´s,00´s - 1,ITESM Campus Guadalajara,Hombre,0
R_SZuMhfqLJd5dTep,IMTSAL224485,-,IMT,Ingeniero en Mecatrónica,Ingeniería y Ciencias,Profesional,2009,00´s,00´s - 2,ITESM Campus Saltillo,Mujer,-
R_1P1M82qp0q6moJK,MTIMTY51241,R_XZgz8XRdWFwddQZ,MTI,Maestría en Administración de Tecnologías de Información,Ingeniería y Ciencias,Maestría,2002,00´s,00´s - 1,ITESM Campus Monterrey,Hombre,0
R_2eXofXbfN2enGdU,IMAMTY9485,-,IMA,Ingeniero Mecánico Administrador,Ingeniería y Ciencias,Profesional,1974,70´s,70´s - 1,ITESM Campus Monterrey,Hombre,-
R_bjiLYqTJODftfFf,ISCMTY22004,-,ISC,Ingeniero en Sistemas Computacionales,Ingeniería y Ciencias,Profesional,1981,80´s,80´s - 1,ITESM Campus Monterrey,Hombre,-
R_2qdWjGrk4YzyEUV,MMT-137280,R_1LA04JAwEjmQFLs,MMT,Maestría en Mercadotecnia,Negocios,Maestría,2013,01´s,01´s - 1,Universidad TecVirtual,Mujer,0
R_XRJ835Y5IKvfVKx,MCOMTY171538,-,MCO,Maestría en Ciencias en Comunicación,Humanidades y Educación,Maestría,2007,00´s,00´s - 2,ITESM Campus Monterrey,Hombre,0
R_12DBN7Sz1ncy4nO,MGN-277833,R_3MPRzQuv39goLXI,MGN,Maestría en Administración Empresarial ,Negocios,Maestría,2016,01´s,01´s - 2,Universidad TecVirtual,Hombre,-
R_2SeHBA7XvkxP5gU,LAELAG209898,-,LAE,Licenciado en Administración de Empresas,Negocios,Profesional,2009,00´s,00´s - 2,ITESM Campus Laguna,Mujer,-
R_2tu6bUK27vPWLm4,IQAMTY263509,R_2bHNXqmOISvmITc,IQA,Ingeniero Químico Administrador,Ingeniería y Ciencias,Profesional,2017,01´s,01´s - 2,ITESM Campus Monterrey,Hombre,-
R_2cdBpyKTUKsUQhW,LSCLAG64058,-,LSC,Licenciado en Sistemas de Computación Administrativa,Ingeniería y Ciencias,Profesional,1995,90´s,90´s - 2,ITESM Campus Laguna,Mujer,-
R_1eXbehdvcdl2RJD,LPLCCM157804,R_3qNZAUE7D4WZaMs,LPL,Licenciado en Ciencia Política,Gobierno y Ciencias Sociales,Profesional,2004,00´s,00´s - 1,ITESM Campus Ciudad de México,Hombre,0
R_VQlOc0rPMKjonAt,MGN-208096,-,MGN,Maestría en Administración Empresarial ,Negocios,Maestría,2017,01´s,01´s - 2,Universidad TecVirtual,Mujer,0
R_297m48gHxXontwN,LSCMTY139150,R_30kR71kqr14gGYe,LSC,Licenciado en Sistemas de Computación Administrativa,Ingeniería y Ciencias,Profesional,1999,90´s,90´s - 2,ITESM Campus Monterrey,Mujer,0
R_3Rjvle4WnK6RRIM,IISMTY145719,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2009,00´s,00´s - 2,ITESM Campus Monterrey,Mujer,-
R_3JwSv29tD0eMxj9,ICMTY179013,-,IC,Ingeniero Civil,Ingeniería y Ciencias,Profesional,2007,00´s,00´s - 2,ITESM Campus Monterrey,Mujer,-
R_1poDMKodPqPxibp,ISCMTY21806,-,ISC,Ingeniero en Sistemas Computacionales,Ingeniería y Ciencias,Profesional,1981,80´s,80´s - 1,ITESM Campus Monterrey,Mujer,-
R_247rSXTSAiDVOc2,LEMMTY33257,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,1991,90´s,90´s - 1,ITESM Campus Monterrey,Mujer,-
R_3q9G4KVf5PMynCx,IISLEO132653,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,1997,90´s,90´s - 2,ITESM Campus León,Hombre,0
R_2BnEhOJnl0aTsqh,MTI-209496,-,MTI,Maestría en Administración de Tecnologías de Información,Ingeniería y Ciencias,Maestría,2014,01´s,01´s - 1,Universidad TecVirtual,Mujer,-
R_re9Q6SWzAzrcmn7,MCE-271558,-,MCE,Maestría en Comercio Electrónico,Negocios,Maestría,2017,01´s,01´s - 2,Universidad TecVirtual,Mujer,-
R_XySRvxXU3vVmm5j,MAMTY43856,-,MA,Maestría en Administración,Negocios,Maestría,1987,80´s,80´s - 2,ITESM Campus Monterrey,Mujer,-
R_2XaZANW3NrOk6LH,IISCCM267466,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2014,01´s,01´s - 1,ITESM Campus Ciudad de México,Hombre,-
R_3iFiNKq0leXuHRL,IECMTY33990,-,IEC,Ingeniero en Electrónica y Comunicaciones,Ingeniería y Ciencias,Profesional,1993,90´s,90´s - 1,ITESM Campus Monterrey,Hombre,0
R_2fx1dHbhZWaHrIS,CPMTY38981,-,CP,Licenciado en Contaduría Pública y Finanzas,Negocios,Profesional,1996,90´s,90´s - 2,ITESM Campus Monterrey,Hombre,0
R_5j5CQ8QT8bpG6Rj,IC MTY262404,R_2TO8mwlScuN4oku,IC ,Ingeniero Civil,Ingeniería y Ciencias,Profesional,2017,01´s,01´s - 2,ITESM Campus Monterrey,Mujer,-
R_bpSPphs9DW6WD0R,MAMTY81037,R_3oQMTm63E9w0KgP,MA,Maestría en Administración,Negocios,Maestría,1997,90´s,90´s - 2,ITESM Campus Monterrey,Hombre,0
R_2CDuenJBiNmNe7l,IISMTY37851,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,1995,90´s,90´s - 2,ITESM Campus Monterrey,Hombre,-
R_8q9iWKtRdaN6hUJ,ARQMTY175402,-,ARQ,Arquitecto,Arquitectura y Diseño,Profesional,2004,00´s,00´s - 1,ITESM Campus Monterrey,Mujer,0
R_297g5rovlKBBPEj,LRHMTY34673,-,LRH,Licenciado en Administración de Recursos Humanos,Negocios,Profesional,1993,90´s,90´s - 1,ITESM Campus Monterrey,Mujer,-
R_1mX9FsbUOy6OEjH,IIAQRO265690,-,IIA,Ingeniero en Industrias Alimentarias,Ingeniería y Ciencias,Profesional,2017,01´s,01´s - 2,ITESM Campus Querétaro,Mujer,-
R_3Gq76tgse7r2zJd,MEDMTY7605,-,MED,Maestría en Educación,Humanidades y Educación,Maestría,2001,00´s,00´s - 1,ITESM Campus Monterrey,Mujer,-
R_3g7nyv502hQ2BCJ,CPFLAG288697,-,CPF,Licenciado en Contaduría Pública y Finanzas,Negocios,Profesional,2003,00´s,00´s - 1,ITESM Campus Laguna,Mujer,0
R_3L6Hq6Jh3JcNsiY,IMTSLP254831,-,IMT,Ingeniero en Mecatrónica,Ingeniería y Ciencias,Profesional,2015,01´s,01´s - 2,ITESM Campus San Luis Potosí,Hombre,-
R_2QgotAuPEMYlC6Y,LEMMTY136786,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,1996,90´s,90´s - 2,ITESM Campus Monterrey,Mujer,0
R_1n0CNlZkLC5e6u7,MA-207715,R_DquxOB7jJTlLbzz,MA,Maestría en Administración,Negocios,Maestría,2011,01´s,01´s - 1,Universidad TecVirtual,Mujer,-
R_2BzX7QrqYC19YML,IECCEM215657,-,IEC,Ingeniero en Electrónica y Comunicaciones,Ingeniería y Ciencias,Profesional,2010,01´s,01´s - 1,ITESM Campus Estado de México,Hombre,-
R_29aUX0RnLUsdC2b,ISCGDL83270,-,ISC,Ingeniero en Sistemas Computacionales,Ingeniería y Ciencias,Profesional,2017,01´s,01´s - 2,ITESM Campus Guadalajara,Hombre,-
R_1IhIE4ffcQgFVlS,LEMMTY142234,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,2009,00´s,00´s - 2,ITESM Campus Monterrey,Mujer,0
R_2CeVNvz9Q6JEhdT,LINLEO136141,-,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,2014,01´s,01´s - 1,ITESM Campus León,Mujer,-
R_3oGerdpk5eKRebt,MNNMTY120689,-,MNN,Maestría en Innovación Empresarial y Tecnológica,Ingeniería y Ciencias,Maestría,2009,00´s,00´s - 2,ITESM Campus Monterrey,Hombre,0
R_ZvHotiPfZhDOlLH,LCCMTY13363,-,LCC,Licenciado en Ciencias de la Comunicación,Humanidades y Educación,Profesional,1976,70´s,70´s - 2,ITESM Campus Monterrey,Mujer,0
R_3NKCazIpej6e8AK,LAFMTY120124,-,LAF,Licenciado en Administración Financiera,Negocios,Profesional,2003,00´s,00´s - 1,ITESM Campus Monterrey,Mujer,0
R_shvbJvZL2zmDDwZ,ARQMTY253340,-,ARQ,Arquitecto,Arquitectura y Diseño,Profesional,2014,01´s,01´s - 1,ITESM Campus Monterrey,Hombre,-
R_a3OPRTVRwyn4iqZ,LCDGDL270704,-,LCD,Licenciado en Comunicación y Medios Digitales,Humanidades y Educación,Profesional,2016,01´s,01´s - 2,ITESM Campus Guadalajara,Hombre,-
R_2Ead5KWD0teA4L8,MACHI72398,R_1MMNxNLGVWap4h4,MA,Maestría en Administración,Negocios,Maestría,2000,00´s,00´s - 1,ITESM Campus Chihuahua,Mujer,0
R_3oXZBxtjGZkFI1C,LEMGDL151892,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,2004,00´s,00´s - 1,ITESM Campus Guadalajara,Hombre,0
R_3qECRlEm8LlZ9JR,MITMTY179802,-,MIT,Maestría en Ciencias con especialidad en Sistemas Inteligentes,Ingeniería y Ciencias,Maestría,2011,01´s,01´s - 1,ITESM Campus Monterrey,Hombre,-
R_1F5vwcgZfn4nQVN,ISCGDL150762,R_1o5veLe0XnCUasq,ISC,Ingeniero en Sistemas Computacionales,Ingeniería y Ciencias,Profesional,2002,00´s,00´s - 1,ITESM Campus Guadalajara,Hombre,0
R_216brug133hgtXd,MBIMTY188330,-,MBI,Maestría en Ciencias con especialidad en Biotecnología,Ingeniería y Ciencias,Maestría,2012,01´s,01´s - 1,ITESM Campus Monterrey,Mujer,-
R_2e9ctE1pQjZpQDY,ITITAM121830,-,ITI,Ingeniero en Tecnologías de Información,Ingeniería y Ciencias,Profesional,2011,01´s,01´s - 1,ITESM Campus Tampico,Mujer,-
R_1GTyrzW9cmGj4UB,LAEMTY81150,-,LAE,Licenciado en Administración de Empresas,Negocios,Profesional,1998,90´s,90´s - 2,ITESM Campus Monterrey,Hombre,0
R_2dGxGcxunbA32s4,ISEGDL149228,-,ISE,Ingeniero en Sistemas Electrónicos,Ingeniería y Ciencias,Profesional,1999,90´s,90´s - 2,ITESM Campus Guadalajara,Hombre,0
R_1gkaZX8YEGwpE26,ITCMTY186302,-,ITC,Ingeniero en Tecnologías Computacionales,Ingeniería y Ciencias,Profesional,2014,01´s,01´s - 1,ITESM Campus Monterrey,Hombre,-
R_stL0JGYFGiZkPnj,LLEMTY7278,-,LLE,Licenciado en Lengua y Literatura Hispánicas,Humanidades y Educación,Profesional,1974,70´s,70´s - 1,ITESM Campus Monterrey,Mujer,-
R_31NNmO32HySccvh,MCOMTY13011,-,MCO,Maestría en Ciencias en Comunicación,Humanidades y Educación,Maestría,1997,90´s,90´s - 2,ITESM Campus Monterrey,Mujer,95.83
R_3hEi36Bg9jNXkcc,IAZMTY13903,-,IAZ,Ingeniero Agrónomo Zootecnista,Ingeniería y Ciencias,Profesional,1979,70´s,70´s - 2,ITESM Campus Monterrey,Mujer,-
